in s,C1 in V
-5.87296E-04,2.665134E-01
-5.87280E-04,2.669193E-01
-5.87264E-04,2.673658E-01
-5.87248E-04,2.662496E-01
-5.87232E-04,2.662496E-01
-5.87216E-04,2.649508E-01
-5.87200E-04,2.658640E-01
-5.87184E-04,2.669193E-01
-5.87168E-04,2.654176E-01
-5.87152E-04,2.662496E-01
-5.87136E-04,2.655393E-01
-5.87120E-04,2.661887E-01
-5.87104E-04,2.652146E-01
-5.87088E-04,2.663917E-01
-5.87072E-04,2.651537E-01
-5.87056E-04,2.646261E-01
-5.87040E-04,2.656814E-01
-5.87024E-04,2.662496E-01
-5.87008E-04,2.645652E-01
-5.86992E-04,2.647681E-01
-5.86976E-04,2.652755E-01
-5.86960E-04,2.660061E-01
-5.86944E-04,2.657423E-01
-5.86928E-04,2.639767E-01
-5.86912E-04,2.657423E-01
