in Hz,Spectrum in dBm
2.8271675E+07,-5.63375E+01
2.8272152E+07,-5.62375E+01
2.8272629E+07,-5.60775E+01
2.8273106E+07,-5.58175E+01
2.8273582E+07,-5.54975E+01
2.8274059E+07,-5.51175E+01
2.8274536E+07,-5.46775E+01
2.8275013E+07,-5.41975E+01
2.8275490E+07,-5.36975E+01
2.8275967E+07,-5.31975E+01
2.8276443E+07,-5.26975E+01
2.8276920E+07,-5.22175E+01
2.8277397E+07,-5.17575E+01
2.8277874E+07,-5.13375E+01
2.8278351E+07,-5.09375E+01
2.8278828E+07,-5.05775E+01
2.8279305E+07,-5.02575E+01
2.8279781E+07,-4.99575E+01
2.8280258E+07,-4.96775E+01
2.8280735E+07,-4.94375E+01
2.8281212E+07,-4.92175E+01
2.8281689E+07,-4.89975E+01
2.8282166E+07,-4.87975E+01
2.8282642E+07,-4.85975E+01
2.8283119E+07,-4.83975E+01
2.8283596E+07,-4.81975E+01
2.8284073E+07,-4.79975E+01
2.8284550E+07,-4.78175E+01
2.8285027E+07,-4.76375E+01
2.8285503E+07,-4.74775E+01
2.8285980E+07,-4.73175E+01
2.8286457E+07,-4.71975E+01
2.8286934E+07,-4.70975E+01
2.8287411E+07,-4.70375E+01
2.8287888E+07,-4.70175E+01
2.8288364E+07,-4.70175E+01
2.8288841E+07,-4.70775E+01
2.8289318E+07,-4.71575E+01
2.8289795E+07,-4.72975E+01
2.8290272E+07,-4.74575E+01
2.8290749E+07,-4.76575E+01
2.8291225E+07,-4.78975E+01
2.8291702E+07,-4.81775E+01
2.8292179E+07,-4.84775E+01
2.8292656E+07,-4.88175E+01
2.8293133E+07,-4.91775E+01
2.8293610E+07,-4.95575E+01
2.8294086E+07,-4.99775E+01
2.8294563E+07,-5.03975E+01
2.8295040E+07,-5.08375E+01
2.8295517E+07,-5.12975E+01
2.8295994E+07,-5.17775E+01
2.8296471E+07,-5.22975E+01
2.8296947E+07,-5.28175E+01
2.8297424E+07,-5.33575E+01
2.8297901E+07,-5.39375E+01
2.8298378E+07,-5.45375E+01
2.8298855E+07,-5.51575E+01
2.8299332E+07,-5.58175E+01
2.8299809E+07,-5.64975E+01
2.8300285E+07,-5.71975E+01
2.8300762E+07,-5.79375E+01
2.8301239E+07,-5.86375E+01
2.8301716E+07,-5.93175E+01
2.8302193E+07,-5.99175E+01
2.8302670E+07,-6.03575E+01
2.8303146E+07,-6.06375E+01
2.8303623E+07,-6.06775E+01
2.8304100E+07,-6.05175E+01
2.8304577E+07,-6.02375E+01
2.8305054E+07,-5.98575E+01
2.8305531E+07,-5.94375E+01
2.8306007E+07,-5.90575E+01
2.8306484E+07,-5.86775E+01
2.8306961E+07,-5.83575E+01
2.8307438E+07,-5.81175E+01
2.8307915E+07,-5.79375E+01
2.8308392E+07,-5.78175E+01
2.8308868E+07,-5.77575E+01
2.8309345E+07,-5.77775E+01
2.8309822E+07,-5.78175E+01
2.8310299E+07,-5.79375E+01
2.8310776E+07,-5.81175E+01
2.8311253E+07,-5.83175E+01
2.8311729E+07,-5.85775E+01
2.8312206E+07,-5.88775E+01
2.8312683E+07,-5.92175E+01
2.8313160E+07,-5.95775E+01
2.8313637E+07,-5.99375E+01
2.8314114E+07,-6.03575E+01
2.8314590E+07,-6.07575E+01
2.8315067E+07,-6.11775E+01
2.8315544E+07,-6.14975E+01
2.8316021E+07,-6.18175E+01
2.8316498E+07,-6.20175E+01
2.8316975E+07,-6.20975E+01
2.8317451E+07,-6.20975E+01
2.8317928E+07,-6.19175E+01
2.8318405E+07,-6.16175E+01
2.8318882E+07,-6.12575E+01
2.8319359E+07,-6.07575E+01
2.8319836E+07,-6.02175E+01
2.8320312E+07,-5.96175E+01
2.8320789E+07,-5.89975E+01
2.8321266E+07,-5.83775E+01
2.8321743E+07,-5.77575E+01
2.8322220E+07,-5.71775E+01
2.8322697E+07,-5.66175E+01
2.8323174E+07,-5.60975E+01
2.8323650E+07,-5.56375E+01
2.8324127E+07,-5.51975E+01
2.8324604E+07,-5.48375E+01
2.8325081E+07,-5.45375E+01
2.8325558E+07,-5.42775E+01
2.8326035E+07,-5.40975E+01
2.8326511E+07,-5.39975E+01
2.8326988E+07,-5.39575E+01
2.8327465E+07,-5.39775E+01
2.8327942E+07,-5.40775E+01
2.8328419E+07,-5.42775E+01
2.8328896E+07,-5.45375E+01
2.8329372E+07,-5.48775E+01
2.8329849E+07,-5.53175E+01
2.8330326E+07,-5.58375E+01
2.8330803E+07,-5.64775E+01
2.8331280E+07,-5.72375E+01
2.8331757E+07,-5.81375E+01
2.8332233E+07,-5.91975E+01
2.8332710E+07,-6.04775E+01
2.8333187E+07,-6.20175E+01
2.8333664E+07,-6.39375E+01
2.8334141E+07,-6.64975E+01
2.8334618E+07,-7.02175E+01
2.8335094E+07,-7.69175E+01
2.8335571E+07,-9.18575E+01
2.8336048E+07,-7.42375E+01
2.8336525E+07,-6.87975E+01
2.8337002E+07,-6.54375E+01
2.8337479E+07,-6.30375E+01
2.8337955E+07,-6.11775E+01
2.8338432E+07,-5.96375E+01
2.8338909E+07,-5.83575E+01
2.8339386E+07,-5.72375E+01
2.8339863E+07,-5.62775E+01
2.8340340E+07,-5.54375E+01
2.8340816E+07,-5.46775E+01
2.8341293E+07,-5.40175E+01
2.8341770E+07,-5.34375E+01
2.8342247E+07,-5.29175E+01
2.8342724E+07,-5.24575E+01
2.8343201E+07,-5.20375E+01
2.8343678E+07,-5.16775E+01
2.8344154E+07,-5.13575E+01
2.8344631E+07,-5.10575E+01
2.8345108E+07,-5.08175E+01
2.8345585E+07,-5.05975E+01
2.8346062E+07,-5.04175E+01
2.8346539E+07,-5.02775E+01
2.8347015E+07,-5.01575E+01
2.8347492E+07,-5.00575E+01
2.8347969E+07,-4.99775E+01
2.8348446E+07,-4.99375E+01
2.8348923E+07,-4.99175E+01
2.8349400E+07,-4.99175E+01
2.8349876E+07,-4.99575E+01
2.8350353E+07,-5.00175E+01
2.8350830E+07,-5.00775E+01
2.8351307E+07,-5.01775E+01
2.8351784E+07,-5.02775E+01
2.8352261E+07,-5.03975E+01
2.8352737E+07,-5.05175E+01
2.8353214E+07,-5.06575E+01
2.8353691E+07,-5.07975E+01
2.8354168E+07,-5.09375E+01
2.8354645E+07,-5.10775E+01
2.8355122E+07,-5.11975E+01
2.8355598E+07,-5.13375E+01
2.8356075E+07,-5.14575E+01
2.8356552E+07,-5.15775E+01
2.8357029E+07,-5.16975E+01
2.8357506E+07,-5.18175E+01
2.8357983E+07,-5.19575E+01
2.8358459E+07,-5.20975E+01
2.8358936E+07,-5.22375E+01
2.8359413E+07,-5.24175E+01
2.8359890E+07,-5.25975E+01
2.8360367E+07,-5.28175E+01
2.8360844E+07,-5.30375E+01
2.8361320E+07,-5.32975E+01
2.8361797E+07,-5.35775E+01
2.8362274E+07,-5.38775E+01
2.8362751E+07,-5.41775E+01
2.8363228E+07,-5.45175E+01
2.8363705E+07,-5.48575E+01
2.8364182E+07,-5.52175E+01
2.8364658E+07,-5.55975E+01
2.8365135E+07,-5.59575E+01
2.8365612E+07,-5.63375E+01
2.8366089E+07,-5.67175E+01
2.8366566E+07,-5.70975E+01
2.8367043E+07,-5.74575E+01
2.8367519E+07,-5.78375E+01
2.8367996E+07,-5.81975E+01
2.8368473E+07,-5.85575E+01
2.8368950E+07,-5.88775E+01
2.8369427E+07,-5.92175E+01
2.8369904E+07,-5.95175E+01
2.8370380E+07,-5.98375E+01
2.8370857E+07,-6.01775E+01
2.8371334E+07,-6.05175E+01
2.8371811E+07,-6.09175E+01
2.8372288E+07,-6.13175E+01
2.8372765E+07,-6.17775E+01
2.8373241E+07,-6.22375E+01
2.8373718E+07,-6.26975E+01
2.8374195E+07,-6.30575E+01
2.8374672E+07,-6.33375E+01
2.8375149E+07,-6.34175E+01
2.8375626E+07,-6.32975E+01
2.8376102E+07,-6.29575E+01
2.8376579E+07,-6.24575E+01
2.8377056E+07,-6.18575E+01
2.8377533E+07,-6.11975E+01
2.8378010E+07,-6.05575E+01
2.8378487E+07,-5.98975E+01
2.8378963E+07,-5.92975E+01
2.8379440E+07,-5.87375E+01
2.8379917E+07,-5.81975E+01
2.8380394E+07,-5.76975E+01
2.8380871E+07,-5.72375E+01
2.8381348E+07,-5.67975E+01
2.8381824E+07,-5.64175E+01
2.8382301E+07,-5.60575E+01
2.8382778E+07,-5.57375E+01
2.8383255E+07,-5.54575E+01
2.8383732E+07,-5.52375E+01
2.8384209E+07,-5.50575E+01
2.8384686E+07,-5.49175E+01
2.8385162E+07,-5.48175E+01
2.8385639E+07,-5.47575E+01
2.8386116E+07,-5.47175E+01
2.8386593E+07,-5.47175E+01
2.8387070E+07,-5.47175E+01
2.8387547E+07,-5.47175E+01
2.8388023E+07,-5.47175E+01
2.8388500E+07,-5.46775E+01
2.8388977E+07,-5.46175E+01
2.8389454E+07,-5.45175E+01
2.8389931E+07,-5.43975E+01
2.8390408E+07,-5.42175E+01
2.8390884E+07,-5.40175E+01
2.8391361E+07,-5.38175E+01
2.8391838E+07,-5.35975E+01
2.8392315E+07,-5.33775E+01
2.8392792E+07,-5.31775E+01
2.8393269E+07,-5.30175E+01
2.8393745E+07,-5.28575E+01
2.8394222E+07,-5.27575E+01
2.8394699E+07,-5.26975E+01
2.8395176E+07,-5.26775E+01
2.8395653E+07,-5.26975E+01
2.8396130E+07,-5.27775E+01
2.8396606E+07,-5.28975E+01
2.8397083E+07,-5.30775E+01
2.8397560E+07,-5.32975E+01
2.8398037E+07,-5.35775E+01
2.8398514E+07,-5.38775E+01
2.8398991E+07,-5.42375E+01
2.8399467E+07,-5.46175E+01
2.8399944E+07,-5.49975E+01
2.8400421E+07,-5.53775E+01
2.8400898E+07,-5.57375E+01
2.8401375E+07,-5.60575E+01
2.8401852E+07,-5.62975E+01
2.8402328E+07,-5.64775E+01
2.8402805E+07,-5.65375E+01
2.8403282E+07,-5.64975E+01
2.8403759E+07,-5.63775E+01
2.8404236E+07,-5.61975E+01
2.8404713E+07,-5.59575E+01
2.8405190E+07,-5.56775E+01
2.8405666E+07,-5.53975E+01
2.8406143E+07,-5.51375E+01
2.8406620E+07,-5.48775E+01
2.8407097E+07,-5.46575E+01
2.8407574E+07,-5.44575E+01
2.8408051E+07,-5.42775E+01
2.8408527E+07,-5.41375E+01
2.8409004E+07,-5.40175E+01
2.8409481E+07,-5.39375E+01
2.8409958E+07,-5.38975E+01
2.8410435E+07,-5.38975E+01
2.8410912E+07,-5.39375E+01
2.8411388E+07,-5.40375E+01
2.8411865E+07,-5.41575E+01
2.8412342E+07,-5.43575E+01
2.8412819E+07,-5.45975E+01
2.8413296E+07,-5.49175E+01
2.8413773E+07,-5.52775E+01
2.8414249E+07,-5.56975E+01
2.8414726E+07,-5.61975E+01
2.8415203E+07,-5.67375E+01
2.8415680E+07,-5.73375E+01
2.8416157E+07,-5.79775E+01
2.8416634E+07,-5.86775E+01
2.8417110E+07,-5.94175E+01
2.8417587E+07,-6.01975E+01
2.8418064E+07,-6.10175E+01
2.8418541E+07,-6.19175E+01
2.8419018E+07,-6.29175E+01
2.8419495E+07,-6.39575E+01
2.8419971E+07,-6.51575E+01
2.8420448E+07,-6.65375E+01
2.8420925E+07,-6.81775E+01
2.8421402E+07,-7.01375E+01
2.8421879E+07,-7.26575E+01
2.8422356E+07,-7.61375E+01
2.8422832E+07,-8.18175E+01
2.8423309E+07,-8.90175E+01
2.8423786E+07,-8.06575E+01
2.8424263E+07,-7.53375E+01
2.8424740E+07,-7.19575E+01
2.8425217E+07,-6.94975E+01
2.8425694E+07,-6.75575E+01
2.8426170E+07,-6.60375E+01
2.8426647E+07,-6.47575E+01
2.8427124E+07,-6.37175E+01
2.8427601E+07,-6.29175E+01
2.8428078E+07,-6.22375E+01
2.8428555E+07,-6.17175E+01
2.8429031E+07,-6.13375E+01
2.8429508E+07,-6.10575E+01
2.8429985E+07,-6.08975E+01
2.8430462E+07,-6.08375E+01
2.8430939E+07,-6.08175E+01
2.8431416E+07,-6.08375E+01
2.8431892E+07,-6.08975E+01
2.8432369E+07,-6.09175E+01
2.8432846E+07,-6.09775E+01
2.8433323E+07,-6.09775E+01
2.8433800E+07,-6.09375E+01
2.8434277E+07,-6.08975E+01
2.8434753E+07,-6.08175E+01
2.8435230E+07,-6.06775E+01
2.8435707E+07,-6.05575E+01
2.8436184E+07,-6.03975E+01
2.8436661E+07,-6.02175E+01
2.8437138E+07,-6.00375E+01
2.8437614E+07,-5.97975E+01
2.8438091E+07,-5.95375E+01
2.8438568E+07,-5.92375E+01
2.8439045E+07,-5.89175E+01
2.8439522E+07,-5.85775E+01
2.8439999E+07,-5.82375E+01
2.8440475E+07,-5.78575E+01
2.8440952E+07,-5.74975E+01
2.8441429E+07,-5.71375E+01
2.8441906E+07,-5.67775E+01
2.8442383E+07,-5.64775E+01
2.8442860E+07,-5.61775E+01
2.8443336E+07,-5.58975E+01
2.8443813E+07,-5.56775E+01
2.8444290E+07,-5.54775E+01
2.8444767E+07,-5.53375E+01
2.8445244E+07,-5.52175E+01
2.8445721E+07,-5.51575E+01
2.8446198E+07,-5.51375E+01
2.8446674E+07,-5.51375E+01
2.8447151E+07,-5.51975E+01
2.8447628E+07,-5.52575E+01
2.8448105E+07,-5.53575E+01
2.8448582E+07,-5.54775E+01
2.8449059E+07,-5.56175E+01
2.8449535E+07,-5.57375E+01
2.8450012E+07,-5.58775E+01
2.8450489E+07,-5.59775E+01
2.8450966E+07,-5.60775E+01
2.8451443E+07,-5.61575E+01
2.8451920E+07,-5.62175E+01
2.8452396E+07,-5.62575E+01
2.8452873E+07,-5.62775E+01
2.8453350E+07,-5.62975E+01
2.8453827E+07,-5.62975E+01
2.8454304E+07,-5.63175E+01
2.8454781E+07,-5.63575E+01
2.8455257E+07,-5.63975E+01
2.8455734E+07,-5.64775E+01
2.8456211E+07,-5.65975E+01
2.8456688E+07,-5.67575E+01
2.8457165E+07,-5.69775E+01
2.8457642E+07,-5.72575E+01
2.8458118E+07,-5.76175E+01
2.8458595E+07,-5.80575E+01
2.8459072E+07,-5.85975E+01
2.8459549E+07,-5.92375E+01
2.8460026E+07,-6.00375E+01
2.8460503E+07,-6.09975E+01
2.8460979E+07,-6.21575E+01
2.8461456E+07,-6.35375E+01
2.8461933E+07,-6.53175E+01
2.8462410E+07,-6.75975E+01
2.8462887E+07,-7.07775E+01
2.8463364E+07,-7.57375E+01
2.8463840E+07,-8.57775E+01
2.8464317E+07,-7.98775E+01
2.8464794E+07,-7.32575E+01
2.8465271E+07,-6.95775E+01
2.8465748E+07,-6.70375E+01
2.8466225E+07,-6.51375E+01
2.8466702E+07,-6.36175E+01
2.8467178E+07,-6.23575E+01
2.8467655E+07,-6.12575E+01
2.8468132E+07,-6.02575E+01
2.8468609E+07,-5.93575E+01
2.8469086E+07,-5.85375E+01
2.8469563E+07,-5.77775E+01
2.8470039E+07,-5.70775E+01
2.8470516E+07,-5.64575E+01
2.8470993E+07,-5.59175E+01
2.8471470E+07,-5.54375E+01
2.8471947E+07,-5.50175E+01
2.8472424E+07,-5.46775E+01
2.8472900E+07,-5.43975E+01
2.8473377E+07,-5.41775E+01
2.8473854E+07,-5.40375E+01
2.8474331E+07,-5.39375E+01
2.8474808E+07,-5.38775E+01
2.8475285E+07,-5.38775E+01
2.8475761E+07,-5.38975E+01
2.8476238E+07,-5.39375E+01
2.8476715E+07,-5.40175E+01
2.8477192E+07,-5.40975E+01
2.8477669E+07,-5.41975E+01
2.8478146E+07,-5.42975E+01
2.8478622E+07,-5.44175E+01
2.8479099E+07,-5.45375E+01
2.8479576E+07,-5.46975E+01
2.8480053E+07,-5.48575E+01
2.8480530E+07,-5.50375E+01
2.8481007E+07,-5.52575E+01
2.8481483E+07,-5.54775E+01
2.8481960E+07,-5.57575E+01
2.8482437E+07,-5.60375E+01
2.8482914E+07,-5.63775E+01
2.8483391E+07,-5.67375E+01
2.8483868E+07,-5.71775E+01
2.8484344E+07,-5.76375E+01
2.8484821E+07,-5.81375E+01
2.8485298E+07,-5.86575E+01
2.8485775E+07,-5.91975E+01
2.8486252E+07,-5.96375E+01
2.8486729E+07,-5.99375E+01
2.8487206E+07,-6.00175E+01
2.8487682E+07,-5.97575E+01
2.8488159E+07,-5.92175E+01
2.8488636E+07,-5.84375E+01
2.8489113E+07,-5.75575E+01
2.8489590E+07,-5.66375E+01
2.8490067E+07,-5.57575E+01
2.8490543E+07,-5.49375E+01
2.8491020E+07,-5.41975E+01
2.8491497E+07,-5.35575E+01
2.8491974E+07,-5.29975E+01
2.8492451E+07,-5.25375E+01
2.8492928E+07,-5.21775E+01
2.8493404E+07,-5.18775E+01
2.8493881E+07,-5.16575E+01
2.8494358E+07,-5.14975E+01
2.8494835E+07,-5.13975E+01
2.8495312E+07,-5.13375E+01
2.8495789E+07,-5.13175E+01
2.8496265E+07,-5.13175E+01
2.8496742E+07,-5.13375E+01
2.8497219E+07,-5.13575E+01
2.8497696E+07,-5.13575E+01
2.8498173E+07,-5.13575E+01
2.8498650E+07,-5.13575E+01
2.8499126E+07,-5.13375E+01
2.8499603E+07,-5.12975E+01
2.8500080E+07,-5.12575E+01
2.8500557E+07,-5.12175E+01
2.8501034E+07,-5.11975E+01
2.8501511E+07,-5.11975E+01
2.8501987E+07,-5.12175E+01
2.8502464E+07,-5.12975E+01
2.8502941E+07,-5.14175E+01
2.8503418E+07,-5.16175E+01
2.8503895E+07,-5.18775E+01
2.8504372E+07,-5.22375E+01
2.8504848E+07,-5.26975E+01
2.8505325E+07,-5.32575E+01
2.8505802E+07,-5.39575E+01
2.8506279E+07,-5.47975E+01
2.8506756E+07,-5.57975E+01
2.8507233E+07,-5.69775E+01
2.8507710E+07,-5.83575E+01
2.8508186E+07,-5.99375E+01
2.8508663E+07,-6.17575E+01
2.8509140E+07,-6.35975E+01
2.8509617E+07,-6.50775E+01
2.8510094E+07,-6.55575E+01
2.8510571E+07,-6.48975E+01
2.8511047E+07,-6.36575E+01
2.8511524E+07,-6.23975E+01
2.8512001E+07,-6.12175E+01
2.8512478E+07,-6.02575E+01
2.8512955E+07,-5.94575E+01
2.8513432E+07,-5.87775E+01
2.8513908E+07,-5.82175E+01
2.8514385E+07,-5.77175E+01
2.8514862E+07,-5.72775E+01
2.8515339E+07,-5.68775E+01
2.8515816E+07,-5.64975E+01
2.8516293E+07,-5.60975E+01
2.8516769E+07,-5.56975E+01
2.8517246E+07,-5.52775E+01
2.8517723E+07,-5.48575E+01
2.8518200E+07,-5.44175E+01
2.8518677E+07,-5.39775E+01
2.8519154E+07,-5.35375E+01
2.8519630E+07,-5.31175E+01
2.8520107E+07,-5.26975E+01
2.8520584E+07,-5.22975E+01
2.8521061E+07,-5.19375E+01
2.8521538E+07,-5.15975E+01
2.8522015E+07,-5.12975E+01
2.8522491E+07,-5.10375E+01
2.8522968E+07,-5.08375E+01
2.8523445E+07,-5.06575E+01
2.8523922E+07,-5.04975E+01
2.8524399E+07,-5.03975E+01
2.8524876E+07,-5.03175E+01
2.8525352E+07,-5.02375E+01
2.8525829E+07,-5.01975E+01
2.8526306E+07,-5.01575E+01
2.8526783E+07,-5.01375E+01
2.8527260E+07,-5.00975E+01
2.8527737E+07,-5.00575E+01
2.8528214E+07,-4.99975E+01
2.8528690E+07,-4.99375E+01
2.8529167E+07,-4.98575E+01
2.8529644E+07,-4.97775E+01
2.8530121E+07,-4.96975E+01
2.8530598E+07,-4.96175E+01
2.8531075E+07,-4.95375E+01
2.8531551E+07,-4.94575E+01
2.8532028E+07,-4.93975E+01
2.8532505E+07,-4.93575E+01
2.8532982E+07,-4.93375E+01
2.8533459E+07,-4.93175E+01
2.8533936E+07,-4.93175E+01
2.8534412E+07,-4.93175E+01
2.8534889E+07,-4.93375E+01
2.8535366E+07,-4.93575E+01
2.8535843E+07,-4.93975E+01
2.8536320E+07,-4.94375E+01
2.8536797E+07,-4.94775E+01
2.8537273E+07,-4.95175E+01
2.8537750E+07,-4.95575E+01
2.8538227E+07,-4.95975E+01
2.8538704E+07,-4.96375E+01
2.8539181E+07,-4.96975E+01
2.8539658E+07,-4.97575E+01
2.8540134E+07,-4.98175E+01
2.8540611E+07,-4.98975E+01
2.8541088E+07,-4.99975E+01
2.8541565E+07,-5.01175E+01
2.8542042E+07,-5.02775E+01
2.8542519E+07,-5.04375E+01
2.8542995E+07,-5.06575E+01
2.8543472E+07,-5.08975E+01
2.8543949E+07,-5.11975E+01
2.8544426E+07,-5.15175E+01
2.8544903E+07,-5.18775E+01
2.8545380E+07,-5.22775E+01
2.8545856E+07,-5.26975E+01
2.8546333E+07,-5.31775E+01
2.8546810E+07,-5.36575E+01
2.8547287E+07,-5.41775E+01
2.8547764E+07,-5.46975E+01
2.8548241E+07,-5.52175E+01
2.8548717E+07,-5.57375E+01
2.8549194E+07,-5.62575E+01
2.8549671E+07,-5.67575E+01
2.8550148E+07,-5.72775E+01
2.8550625E+07,-5.77775E+01
2.8551102E+07,-5.82975E+01
2.8551579E+07,-5.87975E+01
2.8552055E+07,-5.92975E+01
2.8552532E+07,-5.98375E+01
2.8553009E+07,-6.03775E+01
2.8553486E+07,-6.09375E+01
2.8553963E+07,-6.14975E+01
2.8554440E+07,-6.20175E+01
2.8554916E+07,-6.25375E+01
2.8555393E+07,-6.29575E+01
2.8555870E+07,-6.32775E+01
2.8556347E+07,-6.34775E+01
2.8556824E+07,-6.35375E+01
2.8557301E+07,-6.34575E+01
2.8557777E+07,-6.32575E+01
2.8558254E+07,-6.29975E+01
2.8558731E+07,-6.27375E+01
2.8559208E+07,-6.24575E+01
2.8559685E+07,-6.21975E+01
2.8560162E+07,-6.19975E+01
2.8560638E+07,-6.18575E+01
2.8561115E+07,-6.17575E+01
2.8561592E+07,-6.16775E+01
2.8562069E+07,-6.16575E+01
2.8562546E+07,-6.16575E+01
2.8563023E+07,-6.16775E+01
2.8563499E+07,-6.16775E+01
2.8563976E+07,-6.16775E+01
2.8564453E+07,-6.16775E+01
2.8564930E+07,-6.16775E+01
2.8565407E+07,-6.17175E+01
2.8565884E+07,-6.17775E+01
2.8566360E+07,-6.19175E+01
2.8566837E+07,-6.21575E+01
2.8567314E+07,-6.25375E+01
2.8567791E+07,-6.30175E+01
2.8568268E+07,-6.36775E+01
2.8568745E+07,-6.45575E+01
2.8569221E+07,-6.56975E+01
2.8569698E+07,-6.71575E+01
2.8570175E+07,-6.90575E+01
2.8570652E+07,-7.16175E+01
2.8571129E+07,-7.50775E+01
2.8571606E+07,-7.92375E+01
2.8572083E+07,-7.90575E+01
2.8572559E+07,-7.48975E+01
2.8573036E+07,-7.15175E+01
2.8573513E+07,-6.89975E+01
2.8573990E+07,-6.70375E+01
2.8574467E+07,-6.54575E+01
2.8574944E+07,-6.41175E+01
2.8575420E+07,-6.29575E+01
2.8575897E+07,-6.19175E+01
2.8576374E+07,-6.09775E+01
2.8576851E+07,-6.00775E+01
2.8577328E+07,-5.92375E+01
2.8577805E+07,-5.84575E+01
2.8578281E+07,-5.76975E+01
2.8578758E+07,-5.69575E+01
2.8579235E+07,-5.62575E+01
2.8579712E+07,-5.55775E+01
2.8580189E+07,-5.49375E+01
2.8580666E+07,-5.43175E+01
2.8581142E+07,-5.37375E+01
2.8581619E+07,-5.31975E+01
2.8582096E+07,-5.26975E+01
2.8582573E+07,-5.22575E+01
2.8583050E+07,-5.18575E+01
2.8583527E+07,-5.14975E+01
2.8584003E+07,-5.11975E+01
2.8584480E+07,-5.09575E+01
2.8584957E+07,-5.07775E+01
2.8585434E+07,-5.06375E+01
2.8585911E+07,-5.05375E+01
2.8586388E+07,-5.04775E+01
2.8586864E+07,-5.04575E+01
2.8587341E+07,-5.04575E+01
2.8587818E+07,-5.04775E+01
2.8588295E+07,-5.04975E+01
2.8588772E+07,-5.05175E+01
2.8589249E+07,-5.05375E+01
2.8589725E+07,-5.05375E+01
2.8590202E+07,-5.05375E+01
2.8590679E+07,-5.04975E+01
2.8591156E+07,-5.04375E+01
2.8591633E+07,-5.03775E+01
2.8592110E+07,-5.02775E+01
2.8592587E+07,-5.01775E+01
2.8593063E+07,-5.00575E+01
2.8593540E+07,-4.99375E+01
2.8594017E+07,-4.97975E+01
2.8594494E+07,-4.96775E+01
2.8594971E+07,-4.95575E+01
2.8595448E+07,-4.94575E+01
2.8595924E+07,-4.93775E+01
2.8596401E+07,-4.92975E+01
2.8596878E+07,-4.92575E+01
2.8597355E+07,-4.92175E+01
2.8597832E+07,-4.92175E+01
2.8598309E+07,-4.92375E+01
2.8598785E+07,-4.92775E+01
2.8599262E+07,-4.93375E+01
2.8599739E+07,-4.94175E+01
2.8600216E+07,-4.95175E+01
2.8600693E+07,-4.96175E+01
2.8601170E+07,-4.97175E+01
2.8601646E+07,-4.98375E+01
2.8602123E+07,-4.99575E+01
2.8602600E+07,-5.00775E+01
2.8603077E+07,-5.01975E+01
2.8603554E+07,-5.03375E+01
2.8604031E+07,-5.04575E+01
2.8604507E+07,-5.06175E+01
2.8604984E+07,-5.07775E+01
2.8605461E+07,-5.09575E+01
2.8605938E+07,-5.11575E+01
2.8606415E+07,-5.13975E+01
2.8606892E+07,-5.16575E+01
2.8607368E+07,-5.19775E+01
2.8607845E+07,-5.23375E+01
2.8608322E+07,-5.27375E+01
2.8608799E+07,-5.32175E+01
2.8609276E+07,-5.37375E+01
2.8609753E+07,-5.42975E+01
2.8610229E+07,-5.49175E+01
2.8610706E+07,-5.55775E+01
2.8611183E+07,-5.62375E+01
2.8611660E+07,-5.68775E+01
2.8612137E+07,-5.73975E+01
2.8612614E+07,-5.77575E+01
2.8613091E+07,-5.78775E+01
2.8613567E+07,-5.77375E+01
2.8614044E+07,-5.73575E+01
2.8614521E+07,-5.68175E+01
2.8614998E+07,-5.62175E+01
2.8615475E+07,-5.55775E+01
2.8615952E+07,-5.49575E+01
2.8616428E+07,-5.43775E+01
2.8616905E+07,-5.38575E+01
2.8617382E+07,-5.33975E+01
2.8617859E+07,-5.29775E+01
2.8618336E+07,-5.26375E+01
2.8618813E+07,-5.23175E+01
2.8619289E+07,-5.20575E+01
2.8619766E+07,-5.18375E+01
2.8620243E+07,-5.16375E+01
2.8620720E+07,-5.14375E+01
2.8621197E+07,-5.12775E+01
2.8621674E+07,-5.11375E+01
2.8622150E+07,-5.09975E+01
2.8622627E+07,-5.08575E+01
2.8623104E+07,-5.07175E+01
2.8623581E+07,-5.05975E+01
2.8624058E+07,-5.04775E+01
2.8624535E+07,-5.03575E+01
2.8625011E+07,-5.02575E+01
2.8625488E+07,-5.01575E+01
2.8625965E+07,-5.00775E+01
2.8626442E+07,-5.00375E+01
2.8626919E+07,-4.99975E+01
2.8627396E+07,-4.99775E+01
2.8627872E+07,-4.99975E+01
2.8628349E+07,-5.00575E+01
2.8628826E+07,-5.01375E+01
2.8629303E+07,-5.02775E+01
2.8629780E+07,-5.04575E+01
2.8630257E+07,-5.06975E+01
2.8630733E+07,-5.09975E+01
2.8631210E+07,-5.13375E+01
2.8631687E+07,-5.17775E+01
2.8632164E+07,-5.22775E+01
2.8632641E+07,-5.28775E+01
2.8633118E+07,-5.35975E+01
2.8633595E+07,-5.44175E+01
2.8634071E+07,-5.53775E+01
2.8634548E+07,-5.65175E+01
2.8635025E+07,-5.78575E+01
2.8635502E+07,-5.94575E+01
2.8635979E+07,-6.13975E+01
2.8636456E+07,-6.37975E+01
2.8636932E+07,-6.66975E+01
2.8637409E+07,-6.95375E+01
2.8637886E+07,-6.99975E+01
2.8638363E+07,-6.76975E+01
2.8638840E+07,-6.51375E+01
2.8639317E+07,-6.30775E+01
2.8639793E+07,-6.14575E+01
2.8640270E+07,-6.02175E+01
2.8640747E+07,-5.92175E+01
2.8641224E+07,-5.84175E+01
